;query_id;query_hash;sf;sql_text;target_work_mem_mb;target_max_parallel_workers_per_gather;target_jit;target_enable_hashjoin;target_enable_indexscan;target_enable_nestloop;feature_total_cost;feature_plan_rows;feature_plan_width;feature_num_joins;feature_num_scans;feature_num_aggs;feature_num_sorts;feature_num_filters;feature_num_index_scans;feature_num_mem_nodes;feature_total_scan_size_bytes;feature_max_node_cost;metric_duration_ms;metric_actual_rows;metric_temp_written_blocks;metric_shared_hit_blocks;metric_shared_read_blocks;metric_peak_memory_mb;metric_max_log_planner_error;strat_label
68;81;263b8f94534bbe994aaa78697fa02827;10;SELECT DISTINCT (i_product_name) FROM item AS i1 WHERE i_manufact_id BETWEEN 595 AND 533 + 57 AND (SELECT COUNT(*) AS item_cnt FROM item WHERE (i_manufact = i1.i_manufact AND ((i_category = 'Women' AND (i_color = 'powder' OR i_color = 'khaki') AND (i_units = 'Ounce' OR i_units = 'Oz') AND (i_size = 'medium' OR i_size = 'extra large')) OR (i_category = 'Women' AND (i_color = 'brown' OR i_color = 'honeydew') AND (i_units = 'Bunch' OR i_units = 'Ton') AND (i_size = 'N/A' OR i_size = 'small')) OR (i_category = 'Men' AND (i_color = 'floral' OR i_color = 'deep') AND (i_units = 'N/A' OR i_units = 'Dozen') AND (i_size = 'petite' OR i_size = 'petite')) OR (i_category = 'Men' AND (i_color = 'light' OR i_color = 'cornflower') AND (i_units = 'Box' OR i_units = 'Pound') AND (i_size = 'medium' OR i_size = 'extra large')))) OR (i_manufact = i1.i_manufact AND ((i_category = 'Women' AND (i_color = 'midnight' OR i_color = 'snow') AND (i_units = 'Pallet' OR i_units = 'Gross') AND (i_size = 'medium' OR i_size = 'extra large')) OR (i_category = 'Women' AND (i_color = 'cyan' OR i_color = 'papaya') AND (i_units = 'Cup' OR i_units = 'Dram') AND (i_size = 'N/A' OR i_size = 'small')) OR (i_category = 'Men' AND (i_color = 'orange' OR i_color = 'frosted') AND (i_units = 'Each' OR i_units = 'Tbl') AND (i_size = 'petite' OR i_size = 'petite')) OR (i_category = 'Men' AND (i_color = 'forest' OR i_color = 'ghost') AND (i_units = 'Lb' OR i_units = 'Bundle') AND (i_size = 'medium' OR i_size = 'extra large'))))) > 0.0 ORDER BY i_product_name LIMIT 57;5;0;off;off;on;off;1805068930.02;82770;20;0;10;1;1;2;8;2;37363712;1805068930.02;11.428;0;0;269;17984;0.0;4.9;J0_I1_H0_D0
69;82;9990e2e2b53fca69386a5c37c0e5e0f0;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 58;14;0;on;off;on;on;702031.86;2779125;142;2;3;0;0;0;1;0;425984;702031.86;1.72;58;0;780;0;7.0;4.7;J1_I1_H0_D0
70;83;7aac5522b526c21ee32e6a34a177d7a7;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk LIMIT 135;15;0;on;off;on;off;3106726.06;2776151;142;1;2;0;0;0;1;0;0;3106726.06;11.847;73049;0;8422;0;0.0;4.3;J1_I1_H0_D0
71;84;1764e6c959390798dd49252363baf2b6;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 52;64;0;off;on;on;on;14944978.44;14331215;242;2;3;0;0;0;1;0;65536;14944978.44;2.344;52;0;488;0;6.0;5.4;J0_I1_H1_D0
72;85;fbfe218b3d9de5e0ffbefbc6a28c9c56;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk LIMIT 284;126;0;on;off;on;off;625194.76;7198229;242;1;2;0;0;0;0;0;172032;625194.76;1.092;284;0;870;0;0.0;4.4;J1_I1_H0_D0
73;86;4c4a22fda7d0790d8fb6d8364b0bafae;10;SELECT web_sales.* FROM web_sales JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 51;31;2;off;on;on;off;1035553.09;7198229;242;2;3;0;0;0;0;4;85352448;1035553.09;49.199;500001;0;23040;48980;0.0;5.1;J0_I1_H1_D2
74;87;43a4a1aeee89e6af8c77b972fe954464;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 487;62;0;on;on;on;off;19305974.75;14320654;242;2;3;0;0;0;1;0;172032;19305974.75;15.41;73049;0;8052;1936;3878.0;4.5;J1_I1_H1_D0
75;88;366c44430ae7b48deecd1ceebf666f5d;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk LIMIT 378;129;0;on;on;on;off;5970148.93;133108696;28;2;3;0;0;0;0;4;24576;5970148.93;13.063;73049;0;8029;0;3887.0;5.5;J1_I1_H1_D0
76;89;5e613c51d7bbc537bd3493b3c0bdefd2;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 156;63;0;on;on;on;off;1239524.61;14400819;242;1;2;0;0;0;0;0;57344;1239524.61;0.265;156;0;486;0;0.0;5.0;J1_I1_H1_D0
77;90;29603cfb5b47a834fb461a3e1515ea7f;10;SELECT store_sales.* FROM store_sales JOIN store ON store_sales.ss_store_sk = store.s_store_sk LIMIT 385;32;0;on;on;on;off;1685776.72;28801880;155;1;2;0;0;0;0;0;147456;1685776.72;0.195;405;0;53;0;12.0;4.9;J1_I1_H1_D0
78;91;e34880f74992b80daf9abd72695317c7;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 185;31;0;on;on;on;off;1239524.61;14400819;242;1;2;0;0;0;0;0;57344;1239524.61;0.335;185;0;573;0;0.0;4.9;J1_I1_H1_D0
79;92;6e639c3768fab0f1d8b34363de3cfe1e;10;SELECT store_sales.* FROM store_sales JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 293;34;2;on;on;on;on;2669807.82;28801880;155;1;2;0;0;0;0;2;97681408;2669807.82;52.457;500001;0;3953;56096;0.0;5.0;J1_I1_H1_D2
80;93;a816d9af6b72eb7669a6bdcb4ff26a37;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 337;4;0;on;off;on;on;14944978.44;14331215;242;2;3;0;0;0;1;0;425984;14944978.44;2.263;340;0;3032;0;37.0;4.7;J1_I1_H0_D0
81;94;c33bd8c5549b9746e46bda2742a68752;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk LIMIT 62;255;0;on;on;on;off;805130.13;7198229;242;2;3;0;0;0;0;0;24576;805130.13;0.22;62;0;280;0;10.0;5.1;J1_I1_H1_D0
82;95;adeb47c839235546ce9578e926019c34;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk LIMIT 347;128;0;on;on;on;on;853049.04;14400819;242;1;2;0;0;0;0;2;122880;853049.04;0.167;348;0;46;0;9.0;4.6;J1_I1_H1_D0
83;96;5bb1162cd973f465a579784e292fdb63;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 438;14;0;on;off;on;on;1433976.49;14400819;242;2;3;0;0;0;0;2;614400;1433976.49;5.272;441;0;3656;16;50.0;4.5;J1_I1_H0_D0
84;98;d62c3eb5cddfcbf16ab3b1c504770755;10;SELECT inventory.* FROM inventory JOIN item ON inventory.inv_item_sk = item.i_item_sk LIMIT 240;129;0;off;on;on;on;15379410.72;133108696;28;1;2;0;0;0;0;0;24576;15379410.72;2.368;240;0;1933;0;27.0;5.7;J0_I1_H1_D0
85;99;28b788a5b529fca30a3512800a4b165c;10;SELECT inventory.* FROM inventory JOIN item ON inventory.inv_item_sk = item.i_item_sk LIMIT 122;6;0;on;off;on;on;15379410.72;133108696;28;1;2;0;0;0;0;0;0;15379410.72;1.58;122;0;986;0;14.0;6.0;J1_I1_H0_D0
86;100;29d16b5a66743d7397bc76327b3e1bb6;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk LIMIT 147;33;0;off;on;on;off;5970148.93;133108696;28;2;3;0;0;0;0;4;16400384;5970148.93;10.528;73049;0;8025;0;3887.0;6.0;J0_I1_H1_D0
87;101;54d56f17f554bbb33d808ac816173b10;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 269;255;0;on;off;on;on;4136258.76;133108696;28;1;2;0;0;0;0;2;0;4136258.76;0.128;269;0;17;0;1.0;5.7;J1_I1_H0_D0
88;102;e94e30b1be5c0d66aa72d180bd6eabba;10;SELECT inventory.* FROM inventory JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 291;64;0;off;on;on;on;5970148.93;133108696;28;2;3;0;0;0;0;4;0;5970148.93;11.185;73049;0;10030;0;3887.0;5.7;J0_I1_H1_D0
89;103;da282d6e6c6c7a48c2c340fee52b27fd;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 499;64;0;off;on;on;on;14944978.44;14331215;242;2;3;0;0;0;1;0;606208;14944978.44;3.326;499;0;4520;0;55.0;4.5;J0_I1_H1_D0
90;104;92de59305fa0c3916c333d1ae4b73c62;10;SELECT web_sales.* FROM web_sales JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk LIMIT 410;6;0;off;on;on;off;9198152.61;7197029;242;2;3;0;0;0;1;0;385024;9198152.61;11.71;73049;0;10082;0;3888.0;4.2;J0_I1_H1_D0
91;107;659b6bfc68c66525cb4dff3f554dcdcc;10;SELECT store_sales.* FROM store_sales JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk JOIN store ON store_sales.ss_store_sk = store.s_store_sk LIMIT 222;126;2;off;on;on;off;2978654.7;28801880;155;2;3;0;0;0;0;4;96493568;2978654.7;49.232;500001;0;6648;53410;0.0;5.1;J0_I1_H1_D2
92;108;02042827a7d705cf9ec3c51905cbf62c;10;SELECT inventory.* FROM inventory JOIN item ON inventory.inv_item_sk = item.i_item_sk JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 179;65;0;off;off;on;on;17209656.51;133108696;28;2;3;0;0;0;0;2;24576;17209656.51;1.597;179;0;1815;0;21.0;5.9;J0_I1_H0_D0
93;109;a149a970a9b305dcdc2f52957bf96f9a;10;SELECT web_returns.* FROM web_returns JOIN item ON web_returns.wr_item_sk = item.i_item_sk JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk LIMIT 106;64;0;off;on;on;on;814116.26;685299;174;2;3;0;0;0;1;0;843776;814116.26;22.056;35840;0;435232;0;12.0;3.8;J0_I1_H1_D0
94;110;e60f43a1213c3167941ffb616c314bd8;10;SELECT inventory.* FROM inventory JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk LIMIT 158;64;0;off;on;on;on;4139903.13;133108696;28;1;2;0;0;0;0;2;0;4139903.13;10.673;73049;0;8017;0;3878.0;5.9;J0_I1_H1_D0
95;111;2512b073216e6419a7ff7b964973236d;10;SELECT store_sales.* FROM store_sales JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 178;63;4;on;on;on;on;2983471.78;28801880;155;2;3;0;0;0;0;4;70434816;2983471.78;43.949;500000;0;41108;41390;0.0;5.2;J1_I1_H1_D4
96;112;018822e4ea594e6e24f8bb94f6a478d1;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 374;6;0;on;on;on;off;1239524.61;14400819;242;1;2;0;0;0;0;0;122880;1239524.61;1.147;374;0;1140;0;0.0;4.6;J1_I1_H1_D0
97;113;cf934e7d42a43ee2cb184c0b43bbf13a;10;SELECT web_sales.* FROM web_sales JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 292;14;2;on;on;on;off;1035553.09;7198229;242;2;3;0;0;0;0;4;44285952;1035553.09;55.531;500001;0;47010;25055;0.0;4.4;J1_I1_H1_D2
98;114;4a0bec1a5f03ded65641d8faa098001e;10;SELECT catalog_sales.* FROM catalog_sales JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 73;14;0;on;on;on;off;19305974.75;14320654;242;2;3;0;0;0;1;0;49152;19305974.75;11.074;73049;0;8328;0;3878.0;5.3;J1_I1_H1_D0
99;116;212f9c9e093366a05efecdf5b0fc5717;10;SELECT web_returns.* FROM web_returns JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk JOIN item ON web_returns.wr_item_sk = item.i_item_sk LIMIT 334;4;0;on;off;on;on;814116.26;685299;174;2;3;0;0;0;1;0;1720320;814116.26;21.897;35860;0;438204;0;37.0;3.3;J1_I1_H0_D0
101;118;f0430b56a1e43928cf704b42cd2b1283;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 290;4;0;on;off;on;on;1239524.61;14400819;242;1;2;0;0;0;0;0;1589248;1239524.61;1.939;290;0;2360;0;32.0;4.7;J1_I1_H0_D0
102;119;a7bd4663374e56587efe715edf101ad1;10;SELECT web_returns.* FROM web_returns JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk JOIN item ON web_returns.wr_item_sk = item.i_item_sk LIMIT 127;64;0;off;on;on;on;814116.26;685299;174;2;3;0;0;0;1;0;1105920;814116.26;21.159;35843;0;435512;0;14.0;3.7;J0_I1_H1_D0
103;120;5e4881331e06aa810dba5b3f9bd9e4f1;10;SELECT catalog_sales.* FROM catalog_sales JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 467;33;2;off;on;on;on;2030855.24;14400819;242;2;3;0;0;0;0;4;95535104;2030855.24;47.582;500001;0;14100;57990;0.0;4.5;J0_I1_H1_D2
104;121;29883ed31514d6b5a7a08288374e611a;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk LIMIT 358;33;0;on;off;on;off;188282.46;2877735;142;1;2;0;0;0;0;0;1761280;188282.46;0.875;358;0;1092;0;0.0;3.9;J1_I1_H0_D0
106;123;ccc73c333a2fcb98df6503fca608283e;10;SELECT store_sales.* FROM store_sales JOIN item ON store_sales.ss_item_sk = item.i_item_sk LIMIT 142;64;0;off;on;on;on;3883798.56;28801880;155;1;2;0;0;0;0;0;237568;3883798.56;1.983;142;0;1155;0;16.0;5.3;J0_I1_H1_D0
107;125;fa9e8759ccecf40434361eb27cd31478;10;SELECT web_returns.* FROM web_returns JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 246;127;2;on;on;on;on;97223.39;719222;174;1;2;0;0;0;0;2;62676992;97223.39;41.534;500001;0;27533;32500;0.0;3.4;J1_I1_H1_D2
108;126;f335a9dd82231ef1ee1ed8e76771d2f4;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk LIMIT 449;18;0;on;on;on;off;3201170.57;2776151;142;2;3;0;0;0;1;0;3956736;3201170.57;13.273;73049;0;8464;1432;3878.0;3.8;J1_I1_H1_D0
109;127;e928b377d4442e8c3f166e7801681443;10;SELECT store_sales.* FROM store_sales JOIN item ON store_sales.ss_item_sk = item.i_item_sk JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 137;63;4;on;on;on;on;5535661.75;28801880;155;2;3;0;0;0;0;2;38223872;5535661.75;38.068;500000;0;58189;16001;15.0;5.3;J1_I1_H1_D4
110;128;0ea525ca7bedb5022e5708d6754c4d6c;10;SELECT inventory.* FROM inventory JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk LIMIT 102;64;0;off;on;on;on;4139903.13;133108696;28;1;2;0;0;0;0;2;8192;4139903.13;12.373;73049;0;8014;0;3878.0;6.1;J0_I1_H1_D0
111;130;bdf9945690bbe770bbc758f1b6ac6755;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 102;64;0;off;on;on;on;1239524.61;14400819;242;1;2;0;0;0;0;0;57344;1239524.61;1.954;102;0;835;0;12.0;5.1;J0_I1_H1_D0
112;2354;6b299c866fedd07a1cada067b4879ada;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 106;64;0;off;on;on;on;4136258.76;133108696;28;1;2;0;0;0;0;2;0;4136258.76;0.08;106;0;10;0;9.0;6.1;J0_I1_H1_D0
113;2458;9b0656c5769df3759810b4383b6fdee9;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk LIMIT 140;4;0;off;off;on;on;625194.76;7198229;242;1;2;0;0;0;0;0;57344;625194.76;1.729;140;0;1142;0;16.0;4.7;J0_I1_H0_D0
114;2989;edf50f1f1bbd3bc87e4115e4f1a29981;10;SELECT web_sales.* FROM web_sales JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 216;4;0;off;off;on;on;2609107.0;7197269;242;1;2;0;0;0;1;0;196608;2609107.0;0.209;221;0;225;0;0.0;4.5;J0_I1_H0_D0
115;1409;1fb34424d5031ec4f187567b62908090;10;SELECT store_sales.* FROM store_sales JOIN store ON store_sales.ss_store_sk = store.s_store_sk JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 127;64;0;off;on;on;on;2978654.7;28801880;155;2;3;0;0;0;0;4;16318464;2978654.7;90.416;500000;3862;39689;7968;6940.0;5.3;J0_I1_H1_D0
116;650;90663b9f98408e2e2a07c301308a1465;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk LIMIT 468;64;0;off;on;on;on;5970148.93;133108696;28;2;3;0;0;0;0;4;8192;5970148.93;16.933;73049;0;8025;4;3887.0;5.5;J0_I1_H1_D0
117;4291;73431f4a707b9a7165530d987dcc3a91;10;SELECT catalog_sales.* FROM catalog_sales JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 161;64;2;off;on;on;on;2030855.24;14400819;242;2;3;0;0;0;0;4;15138816;2030855.24;59.733;500001;0;63005;9020;0.0;4.9;J0_I1_H1_D2
118;4353;fd0e4dcbfbd767816720a19fa6733ef9;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 241;4;0;off;off;on;on;12134145.42;14331215;242;2;3;0;0;0;1;0;335872;12134145.42;0.305;243;0;348;0;2.0;4.8;J0_I1_H0_D0
119;1808;843ae2677b0a41f5b6bf5c1351899584;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk LIMIT 313;4;0;off;off;on;on;188282.46;2877735;142;1;2;0;0;0;0;0;57344;188282.46;2.211;313;0;2532;0;35.0;4.0;J0_I1_H0_D0
120;3705;e22289e8d071b00e42a4d4a72117a9f9;10;SELECT web_returns.* FROM web_returns JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk LIMIT 238;4;0;off;off;on;on;772449.99;685299;174;1;2;0;0;0;1;0;1867776;772449.99;19.913;35854;0;326310;0;0.0;3.5;J0_I1_H0_D0
121;3176;b894d077ffec6d635657f3c013ce2d05;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 199;128;4;on;on;on;on;311618.75;2877735;142;2;3;0;0;0;0;4;12460032;311618.75;46.921;500000;0;65348;7295;0.0;4.1;J1_I1_H1_D4
122;1170;bb388c6b550a862643bbcfbdd88f5c9c;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 338;4;0;off;off;on;on;14944978.44;14331215;242;2;3;0;0;0;1;0;409600;14944978.44;2.786;345;0;3084;0;37.0;4.6;J0_I1_H0_D0
123;329;1fe56d4f4d02d9e81731e2b7c833d612;10;SELECT web_returns.* FROM web_returns JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk JOIN item ON web_returns.wr_item_sk = item.i_item_sk LIMIT 350;64;0;off;on;on;on;138927.42;719222;174;2;3;0;0;0;0;2;10633216;138927.42;80.581;500000;5195;55923;6446;6967.0;3.3;J0_I1_H1_D0
124;2468;45451f98284c7f85874fd841226977d2;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 280;64;2;off;on;on;on;311618.75;2877735;142;2;3;0;0;0;0;4;8429568;311618.75;56.574;500001;0;68140;3895;0.0;4.0;J0_I1_H1_D2
125;544;40081a2bccfd85be99d9e99fafb74611;10;SELECT inventory.* FROM inventory JOIN item ON inventory.inv_item_sk = item.i_item_sk LIMIT 219;64;0;off;on;on;on;15379410.72;133108696;28;1;2;0;0;0;0;0;0;15379410.72;1.845;219;0;1765;0;24.0;5.8;J0_I1_H1_D0
126;2524;45558f88b0407f672160d4ce8a81a8a5;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 466;64;0;off;on;on;on;4136258.76;133108696;28;1;2;0;0;0;0;2;8192;4136258.76;0.167;466;0;13;3;9.0;5.5;J0_I1_H1_D0
127;2040;acffb2325320405dbbf2e42a966b83a8;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk JOIN item ON store_returns.sr_item_sk = item.i_item_sk LIMIT 482;179;0;off;on;on;on;3201170.57;2776151;142;2;3;0;0;0;1;0;3825664;3201170.57;24.535;35812;0;439408;0;53.0;3.8;J0_I1_H1_D0
128;3910;5de9ca389547b8ecb44e07ac5f2f4902;10;SELECT web_sales.* FROM web_sales JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 218;64;2;off;on;on;on;2609107.0;7197269;242;1;2;0;0;0;1;0;237568;2609107.0;0.155;225;0;222;0;0.0;4.5;J0_I1_H1_D2
129;3141;da467f2b0216063a3d1faa387e59c6b8;10;SELECT catalog_sales.* FROM catalog_sales JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 162;64;0;off;on;on;on;19305974.75;14320654;242;2;3;0;0;0;1;0;73728;19305974.75;22.716;35794;0;434692;36;18.0;4.9;J0_I1_H1_D0
130;3159;85d2753ec980b1f79cf170c292a14577;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk LIMIT 313;64;0;off;on;on;on;724139.04;7198229;242;2;3;0;0;0;0;2;0;724139.04;2.605;313;0;2570;0;45.0;4.4;J0_I1_H1_D0
131;2140;6a624c65dc61fb92e9942d4aead90cfe;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 315;229;0;off;on;on;on;2905234.31;7197269;242;2;3;0;0;0;1;0;90112;2905234.31;2.742;315;0;2936;0;35.0;4.4;J0_I1_H1_D0
132;407;ea4690e77537b01bc4920bb2c70f691c;10;SELECT store_sales.* FROM store_sales JOIN store ON store_sales.ss_store_sk = store.s_store_sk JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 416;64;2;off;on;on;on;2978654.7;28801880;155;2;3;0;0;0;0;4;5816320;2978654.7;43.517;500001;0;57053;3025;0.0;4.8;J0_I1_H1_D2
133;4251;eb751320b581a3b6a7ab24e5438bf4ca;10;SELECT store_sales.* FROM store_sales JOIN store ON store_sales.ss_store_sk = store.s_store_sk JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 370;64;2;off;on;on;on;2978654.7;28801880;155;2;3;0;0;0;0;4;4112384;2978654.7;47.95;500001;0;57828;2280;0.0;4.9;J0_I1_H1_D2
134;626;9b553e3ffbb6d2aed58fad7c00de54ab;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 409;64;2;off;on;on;on;311618.75;2877735;142;2;3;0;0;0;0;4;2801664;311618.75;59.366;500001;0;70965;1095;0.0;3.8;J0_I1_H1_D2
135;1624;79facf577476e1de053b422b1116d550;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk LIMIT 265;64;0;off;on;on;on;3106726.06;2776151;142;1;2;0;0;0;1;0;0;3106726.06;21.931;35809;0;325983;0;0.0;4.0;J0_I1_H1_D0
136;2388;9c6c2ff4526abf0ca3139d4370a88c2a;10;SELECT inventory.* FROM inventory JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk LIMIT 187;64;0;off;on;on;on;4139903.13;133108696;28;1;2;0;0;0;0;2;0;4139903.13;13.062;73049;0;8017;0;3878.0;5.9;J0_I1_H1_D0
137;3329;a76b41caad2e0d65d030450f96e6c26d;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk LIMIT 473;512;0;off;on;on;off;3201170.57;2776151;142;2;3;0;0;0;1;0;0;3201170.57;15.57;73049;0;8068;1932;3878.0;3.8;J0_I1_H1_D0
138;4748;9620c93ad0a4aabb37c1246af1b1067c;10;SELECT store_sales.* FROM store_sales JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk LIMIT 194;64;0;off;on;on;on;1352745.63;28801880;155;1;2;0;0;0;0;2;0;1352745.63;12.024;73049;0;8026;0;3878.0;5.2;J0_I1_H1_D0
